toyokumo_id,nest_level,prefectures_name,zone_name,region_name,city_name
321,2,群馬県,群馬,群馬県南部,前橋市、高崎市、桐生市、伊勢崎市、太田市、館林市、渋川市、藤岡市、富岡市、安中市、みどり市、北群馬郡［榛東村、吉岡町］、多野郡［上野村、神流町］、甘楽郡［下仁田町、南牧村、甘楽町］、佐波郡［玉村町］、邑楽郡［板倉町、明和町、千代田町、大泉町、邑楽町］
330,2,埼玉県,埼玉,埼玉県北部,熊谷市、行田市、加須市、本庄市、東松山市、羽生市、鴻巣市、深谷市、久喜市、比企郡の一部（滑川町、嵐山町、小川町、ときがわ町、吉見町、鳩山町）、秩父郡の一部（東秩父村）、児玉郡［美里町、神川町、上里町］、大里郡［寄居町］
331,2,埼玉県,埼玉,埼玉県南部,さいたま市、川越市、川口市、所沢市、飯能市、春日部市、狭山市、上尾市、草加市、越谷市、蕨市、戸田市、入間市、朝霞市、志木市、和光市、新座市、桶川市、北本市、八潮市、富士見市、三郷市、蓮田市、坂戸市、幸手市、鶴ヶ島市、日高市、吉川市、ふじみ野市、白岡市、北足立郡［伊奈町］、入間郡［三芳町、毛呂山町、越生町］、比企郡の一部（川島町）、南埼玉郡［宮代町］、北葛飾郡［杉戸町、松伏町］
332,2,埼玉県,埼玉,埼玉県秩父,秩父市、秩父郡の一部（横瀬町、皆野町、長瀞町、小鹿野町）
340,2,千葉県,千葉,千葉県北東部,銚子市、茂原市、東金市、旭市、匝瑳市、香取市、山武市、大網白里市、香取郡［神崎町、多古町、東庄町］、山武郡［九十九里町、芝山町、横芝光町］、長生郡［一宮町、睦沢町、長生村、白子町、長柄町、長南町］
341,2,千葉県,千葉,千葉県北西部,千葉市、市川市、船橋市、松戸市、野田市、成田市、佐倉市、習志野市、柏市、市原市、流山市、八千代市、我孫子市、鎌ケ谷市、浦安市、四街道市、八街市、印西市、白井市、富里市、印旛郡［酒々井町、栄町］
342,2,千葉県,千葉,千葉県南部,館山市、木更津市、勝浦市、鴨川市、君津市、富津市、袖ケ浦市、南房総市、いすみ市、夷隅郡［大多喜町、御宿町］、安房郡［鋸南町］
350,2,東京都,東京,東京都２３区,千代田区、中央区、港区、新宿区、文京区、台東区、墨田区、江東区、品川区、目黒区、大田区、世田谷区、渋谷区、中野区、杉並区、豊島区、北区、荒川区、板橋区、練馬区、足立区、葛飾区、江戸川区
351,2,東京都,東京,東京都多摩東部,八王子市、立川市、武蔵野市、三鷹市、府中市、昭島市、調布市、町田市、小金井市、小平市、日野市、東村山市、国分寺市、国立市、福生市、狛江市、東大和市、清瀬市、東久留米市、武蔵村山市、多摩市、稲城市、羽村市、西東京市、西多摩郡の一部（瑞穂町）
352,2,東京都,東京,東京都多摩西部,青梅市、あきる野市、西多摩郡の一部（日の出町、檜原村、奥多摩町）
355,2,東京都,伊豆諸島,伊豆大島,大島町
356,2,東京都,伊豆諸島,新島,利島村、新島村
354,2,東京都,伊豆諸島,神津島,神津島村
357,2,東京都,伊豆諸島,三宅島,三宅村、御蔵島村
